season,seasonType,week,poll,rank,school,points
2017,regular,5,AFCA Division II Coaches Poll,16,California (PA),312
2017,regular,5,AFCA Division II Coaches Poll,17,Humboldt State,303
2017,regular,5,AFCA Division II Coaches Poll,18,Ashland,257
2017,regular,5,AFCA Division II Coaches Poll,19,Bowie State,241
2017,regular,5,AFCA Division II Coaches Poll,20,Assumption,237
2017,regular,5,AFCA Division II Coaches Poll,21,Colorado Mesa,211
2017,regular,5,AFCA Division II Coaches Poll,22,Winona State,163
2017,regular,5,AFCA Division II Coaches Poll,23,Southeastern Oklahoma,105
2017,regular,5,AFCA Division II Coaches Poll,24,Arkansas Tech,95
2017,regular,5,AFCA Division II Coaches Poll,25,West Georgia,54
2017,regular,6,AP Top 25,1,Alabama,1506
2017,regular,6,AP Top 25,2,Clemson,1475
2017,regular,6,AP Top 25,3,Oklahoma,1392
2017,regular,6,AP Top 25,4,Penn State,1325
2017,regular,6,AP Top 25,5,Georgia,1237
2017,regular,6,AP Top 25,6,Washington,1218
2017,regular,6,AP Top 25,7,Michigan,1115
2017,regular,6,AP Top 25,8,TCU,1079
2017,regular,6,AP Top 25,9,Wisconsin,1028
2017,regular,6,AP Top 25,10,Ohio State,1016
2017,regular,6,AP Top 25,11,Washington State,980
2017,regular,6,AP Top 25,12,Auburn,802
2017,regular,6,AP Top 25,13,Miami,782
2017,regular,6,AP Top 25,14,USC,713
2017,regular,6,AP Top 25,15,Oklahoma State,664
2017,regular,6,AP Top 25,16,Virginia Tech,549
2017,regular,6,AP Top 25,17,Louisville,507
2017,regular,6,AP Top 25,18,South Florida,440
2017,regular,6,AP Top 25,19,San Diego State,373
2017,regular,6,AP Top 25,20,Utah,358
2017,regular,6,AP Top 25,21,Florida,349
2017,regular,6,AP Top 25,21,Notre Dame,349
2017,regular,6,AP Top 25,23,West Virginia,221
2017,regular,6,AP Top 25,24,NC State,149
2017,regular,6,AP Top 25,25,UCF,120
2017,regular,6,Coaches Poll,1,Alabama,1593
2017,regular,6,Coaches Poll,2,Clemson,1537
2017,regular,6,Coaches Poll,3,Oklahoma,1460
2017,regular,6,Coaches Poll,4,Penn State,1379
2017,regular,6,Coaches Poll,5,Washington,1330
2017,regular,6,Coaches Poll,6,Georgia,1244
2017,regular,6,Coaches Poll,7,Michigan,1203
2017,regular,6,Coaches Poll,8,Wisconsin,1099
2017,regular,6,Coaches Poll,9,Ohio State,1091
2017,regular,6,Coaches Poll,10,TCU,1057
2017,regular,6,Coaches Poll,11,Washington State,936
2017,regular,6,Coaches Poll,12,Miami,850
2017,regular,6,Coaches Poll,13,Auburn,782
2017,regular,6,Coaches Poll,14,Oklahoma State,756
2017,regular,6,Coaches Poll,15,USC,745
2017,regular,6,Coaches Poll,16,South Florida,562
2017,regular,6,Coaches Poll,17,Louisville,550
2017,regular,6,Coaches Poll,18,Utah,503
2017,regular,6,Coaches Poll,19,Virginia Tech,455
2017,regular,6,Coaches Poll,20,Florida,382
2017,regular,6,Coaches Poll,21,San Diego State,371
2017,regular,6,Coaches Poll,22,Notre Dame,241
2017,regular,6,Coaches Poll,23,West Virginia,239
2017,regular,6,Coaches Poll,24,NC State,127
2017,regular,6,Coaches Poll,25,UCF,60
2017,regular,6,FCS Coaches Poll,1,James Madison,649
2017,regular,6,FCS Coaches Poll,2,North Dakota State,625
2017,regular,6,FCS Coaches Poll,3,Youngstown State,587
2017,regular,6,FCS Coaches Poll,4,Jacksonville State,549
2017,regular,6,FCS Coaches Poll,5,Wofford,526
2017,regular,6,FCS Coaches Poll,6,South Dakota,465
2017,regular,6,FCS Coaches Poll,7,Illinois State,462
2017,regular,6,FCS Coaches Poll,8,Central Arkansas,455
2017,regular,6,FCS Coaches Poll,9,South Dakota State,438
2017,regular,6,FCS Coaches Poll,10,Eastern Washington,427
2017,regular,6,FCS Coaches Poll,11,Sam Houston State,411
2017,regular,6,FCS Coaches Poll,12,North Carolina A&T,353
2017,regular,6,FCS Coaches Poll,13,New Hampshire,337
2017,regular,6,FCS Coaches Poll,14,Richmond,273
2017,regular,6,FCS Coaches Poll,15,Villanova,271
2017,regular,6,FCS Coaches Poll,16,Weber State,265
2017,regular,6,FCS Coaches Poll,17,The Citadel,196
2017,regular,6,FCS Coaches Poll,18,Western Illinois,171
2017,regular,6,FCS Coaches Poll,19,Grambling,169
2017,regular,6,FCS Coaches Poll,20,Samford,165
2017,regular,6,FCS Coaches Poll,21,Northern Iowa,153
2017,regular,6,FCS Coaches Poll,22,McNeese,115
2017,regular,6,FCS Coaches Poll,23,Elon,97
2017,regular,6,FCS Coaches Poll,24,Stony Brook,90
2017,regular,6,FCS Coaches Poll,25,Nicholls,30
2017,regular,6,AFCA Division II Coaches Poll,1,Northwest Missouri State,850
2017,regular,6,AFCA Division II Coaches Poll,2,Shepherd,797
2017,regular,6,AFCA Division II Coaches Poll,3,Indiana (PA),780
2017,regular,6,AFCA Division II Coaches Poll,4,Minnesota State,750
2017,regular,6,AFCA Division II Coaches Poll,5,Indianapolis,688
2017,regular,6,AFCA Division II Coaches Poll,6,Midwestern State,682
2017,regular,6,AFCA Division II Coaches Poll,7,Grand Valley State,615
2017,regular,6,AFCA Division II Coaches Poll,8,Fort Hays State,600
2017,regular,6,AFCA Division II Coaches Poll,9,Slippery Rock,516
2017,regular,6,AFCA Division II Coaches Poll,10,Central Washington,507
2017,regular,6,AFCA Division II Coaches Poll,11,Texas A&M-Commerce,483
2017,regular,6,AFCA Division II Coaches Poll,12,Colorado State-Pueblo,417
2017,regular,6,AFCA Division II Coaches Poll,13,Winona State,367
2017,regular,6,AFCA Division II Coaches Poll,14,Bowie State,358
2017,regular,6,AFCA Division II Coaches Poll,15,Ferris State,356
2017,regular,6,AFCA Division II Coaches Poll,16,Ashland,319
2017,regular,6,AFCA Division II Coaches Poll,17,Assumption,306
2017,regular,6,AFCA Division II Coaches Poll,18,Sioux Falls,287
2017,regular,6,AFCA Division II Coaches Poll,19,Southeastern Oklahoma,223
2017,regular,6,AFCA Division II Coaches Poll,20,Colorado Mesa,216
2017,regular,6,AFCA Division II Coaches Poll,21,Delta State,206
2017,regular,6,AFCA Division II Coaches Poll,22,West Georgia,175
2017,regular,6,AFCA Division II Coaches Poll,23,West Alabama,172
2017,regular,6,AFCA Division II Coaches Poll,24,Wingate,88
2017,regular,6,AFCA Division II Coaches Poll,25,Humboldt State,82
2017,regular,7,AP Top 25,1,Alabama,1507
2017,regular,7,AP Top 25,2,Clemson,1481
2017,regular,7,AP Top 25,3,Penn State,1370
2017,regular,7,AP Top 25,4,Georgia,1327
2017,regular,7,AP Top 25,5,Washington,1284
2017,regular,7,AP Top 25,6,TCU,1192
2017,regular,7,AP Top 25,7,Wisconsin,1127
2017,regular,7,AP Top 25,8,Washington State,1094
2017,regular,7,AP Top 25,9,Ohio State,1051
2017,regular,7,AP Top 25,10,Auburn,914
2017,regular,7,AP Top 25,11,Miami,908
2017,regular,7,AP Top 25,12,Oklahoma,851
2017,regular,7,AP Top 25,13,USC,795
2017,regular,7,AP Top 25,14,Oklahoma State,712
2017,regular,7,AP Top 25,15,Virginia Tech,617
2017,regular,7,AP Top 25,16,Notre Dame,583
2017,regular,7,AP Top 25,17,Michigan,524
2017,regular,7,AP Top 25,18,South Florida,482
2017,regular,7,AP Top 25,19,San Diego State,465
2017,regular,7,AP Top 25,20,NC State,421
2017,regular,7,AP Top 25,21,Michigan State,416
2017,regular,7,AP Top 25,22,UCF,274
2017,regular,7,AP Top 25,23,Stanford,109
2017,regular,7,AP Top 25,24,Texas Tech,105
2017,regular,7,AP Top 25,25,Navy,74
2017,regular,7,Coaches Poll,1,Alabama,1617
2017,regular,7,Coaches Poll,2,Clemson,1568
2017,regular,7,Coaches Poll,3,Penn State,1454
2017,regular,7,Coaches Poll,4,Washington,1404
2017,regular,7,Coaches Poll,5,Georgia,1380
2017,regular,7,Coaches Poll,6,Wisconsin,1243
2017,regular,7,Coaches Poll,7,TCU,1229
2017,regular,7,Coaches Poll,8,Ohio State,1146
2017,regular,7,Coaches Poll,9,Washington State,1117
2017,regular,7,Coaches Poll,10,Miami,1003
2017,regular,7,Coaches Poll,11,Auburn,941
2017,regular,7,Coaches Poll,12,Oklahoma,919
2017,regular,7,Coaches Poll,13,USC,818
2017,regular,7,Coaches Poll,14,Oklahoma State,788
2017,regular,7,Coaches Poll,15,South Florida,622
2017,regular,7,Coaches Poll,16,Michigan,612
2017,regular,7,Coaches Poll,17,Virginia Tech,599
2017,regular,7,Coaches Poll,18,San Diego State,516
2017,regular,7,Coaches Poll,19,Notre Dame,498
2017,regular,7,Coaches Poll,20,NC State,455
2017,regular,7,Coaches Poll,21,UCF,273
2017,regular,7,Coaches Poll,22,Michigan State,261
2017,regular,7,Coaches Poll,23,Utah,122
2017,regular,7,Coaches Poll,24,Navy,110
2017,regular,7,Coaches Poll,25,Stanford,107
2017,regular,7,FCS Coaches Poll,1,James Madison,649
2017,regular,7,FCS Coaches Poll,2,North Dakota State,625
2017,regular,7,FCS Coaches Poll,3,Jacksonville State,585
2017,regular,7,FCS Coaches Poll,4,South Dakota,561
2017,regular,7,FCS Coaches Poll,5,Wofford,548
2017,regular,7,FCS Coaches Poll,6,Central Arkansas,508
2017,regular,7,FCS Coaches Poll,7,South Dakota State,463
2017,regular,7,FCS Coaches Poll,8,Youngstown State,457
2017,regular,7,FCS Coaches Poll,9,Sam Houston State,422
2017,regular,7,FCS Coaches Poll,9,Eastern Washington,422
2017,regular,7,FCS Coaches Poll,11,North Carolina A&T,388
2017,regular,7,FCS Coaches Poll,12,New Hampshire,347
2017,regular,7,FCS Coaches Poll,13,Richmond,306
2017,regular,7,FCS Coaches Poll,14,Villanova,302
2017,regular,7,FCS Coaches Poll,15,Illinois State,301
2017,regular,7,FCS Coaches Poll,16,Weber State,284
2017,regular,7,FCS Coaches Poll,17,Western Illinois,256
2017,regular,7,FCS Coaches Poll,18,Samford,184
2017,regular,7,FCS Coaches Poll,19,Grambling,167
2017,regular,7,FCS Coaches Poll,20,Elon,157
2017,regular,7,FCS Coaches Poll,21,McNeese,144
2017,regular,7,FCS Coaches Poll,22,The Citadel,88
2017,regular,7,FCS Coaches Poll,23,Nicholls,68
2017,regular,7,FCS Coaches Poll,24,Northern Arizona,40
2017,regular,7,FCS Coaches Poll,25,Western Carolina,36
2017,regular,7,AFCA Division II Coaches Poll,1,Northwest Missouri State,850
2017,regular,7,AFCA Division II Coaches Poll,2,Shepherd,791
2017,regular,7,AFCA Division II Coaches Poll,3,Indiana (PA),782
2017,regular,7,AFCA Division II Coaches Poll,4,Minnesota State,754
2017,regular,7,AFCA Division II Coaches Poll,5,Midwestern State,682
2017,regular,7,AFCA Division II Coaches Poll,6,Indianapolis,678
2017,regular,7,AFCA Division II Coaches Poll,7,Grand Valley State,635
2017,regular,7,AFCA Division II Coaches Poll,8,Fort Hays State,616
2017,regular,7,AFCA Division II Coaches Poll,9,Central Washington,572
2017,regular,7,AFCA Division II Coaches Poll,10,Texas A&M-Commerce,541
2017,regular,7,AFCA Division II Coaches Poll,11,Winona State,494
2017,regular,7,AFCA Division II Coaches Poll,12,Ferris State,424
2017,regular,7,AFCA Division II Coaches Poll,13,Ashland,423
2017,regular,7,AFCA Division II Coaches Poll,14,Assumption,406
2017,regular,7,AFCA Division II Coaches Poll,15,Sioux Falls,352
2017,regular,7,AFCA Division II Coaches Poll,16,Colorado Mesa,307
2017,regular,7,AFCA Division II Coaches Poll,17,Slippery Rock,288
2017,regular,7,AFCA Division II Coaches Poll,18,West Alabama,271
2017,regular,7,AFCA Division II Coaches Poll,19,Delta State,263
2017,regular,7,AFCA Division II Coaches Poll,20,Wingate,243
2017,regular,7,AFCA Division II Coaches Poll,21,Virginia State,165
2017,regular,7,AFCA Division II Coaches Poll,22,Humboldt State,154
2017,regular,7,AFCA Division II Coaches Poll,23,Bowie State,95
2017,regular,7,AFCA Division II Coaches Poll,24,Eastern New Mexico,66
2017,regular,7,AFCA Division II Coaches Poll,25,Southeastern Oklahoma,64
2017,regular,8,AP Top 25,1,Alabama,1525
2017,regular,8,AP Top 25,2,Penn State,1432
2017,regular,8,AP Top 25,3,Georgia,1417
2017,regular,8,AP Top 25,4,TCU,1322
2017,regular,8,AP Top 25,5,Wisconsin,1241
2017,regular,8,AP Top 25,6,Ohio State,1184
2017,regular,8,AP Top 25,7,Clemson,1117
2017,regular,8,AP Top 25,8,Miami,1109
2017,regular,8,AP Top 25,9,Oklahoma,1066
2017,regular,8,AP Top 25,10,Oklahoma State,900
2017,regular,8,AP Top 25,11,USC,886
2017,regular,8,AP Top 25,12,Washington,811
2017,regular,8,AP Top 25,13,Notre Dame,798
2017,regular,8,AP Top 25,14,Virginia Tech,727
2017,regular,8,AP Top 25,15,Washington State,578
2017,regular,8,AP Top 25,16,NC State,573
2017,regular,8,AP Top 25,16,South Florida,573
2017,regular,8,AP Top 25,18,Michigan State,563
2017,regular,8,AP Top 25,19,Michigan,558
2017,regular,8,AP Top 25,20,UCF,387
2017,regular,8,AP Top 25,21,Auburn,303
2017,regular,8,AP Top 25,22,Stanford,274
2017,regular,8,AP Top 25,23,West Virginia,157
2017,regular,8,AP Top 25,24,LSU,108
2017,regular,8,AP Top 25,25,Memphis,62
2017,regular,8,Coaches Poll,1,Alabama,1575
2017,regular,8,Coaches Poll,2,Penn State,1483
2017,regular,8,Coaches Poll,3,Georgia,1450
2017,regular,8,Coaches Poll,4,TCU,1345
2017,regular,8,Coaches Poll,5,Wisconsin,1338
2017,regular,8,Coaches Poll,6,Ohio State,1243
2017,regular,8,Coaches Poll,7,Miami,1144
2017,regular,8,Coaches Poll,8,Clemson,1106
2017,regular,8,Coaches Poll,9,Oklahoma,1079
2017,regular,8,Coaches Poll,10,USC,930
2017,regular,8,Coaches Poll,11,Oklahoma State,917
2017,regular,8,Coaches Poll,12,Washington,914
2017,regular,8,Coaches Poll,13,South Florida,716
2017,regular,8,Coaches Poll,14,Virginia Tech,701
2017,regular,8,Coaches Poll,15,Michigan,657
2017,regular,8,Coaches Poll,16,Notre Dame,614
2017,regular,8,Coaches Poll,17,NC State,573
2017,regular,8,Coaches Poll,18,Washington State,564
2017,regular,8,Coaches Poll,19,Michigan State,469
2017,regular,8,Coaches Poll,20,UCF,439
2017,regular,8,Coaches Poll,21,Auburn,354
2017,regular,8,Coaches Poll,22,Stanford,286
2017,regular,8,Coaches Poll,23,West Virginia,144
2017,regular,8,Coaches Poll,24,Texas A&M,94
2017,regular,8,Coaches Poll,25,LSU,80
2017,regular,8,FCS Coaches Poll,1,James Madison,650
2017,regular,8,FCS Coaches Poll,2,North Dakota State,624
2017,regular,8,FCS Coaches Poll,3,Jacksonville State,589
2017,regular,8,FCS Coaches Poll,4,South Dakota,575
2017,regular,8,FCS Coaches Poll,5,Wofford,539
2017,regular,8,FCS Coaches Poll,6,Central Arkansas,516
2017,regular,8,FCS Coaches Poll,7,Sam Houston State,470
2017,regular,8,FCS Coaches Poll,8,Eastern Washington,467
2017,regular,8,FCS Coaches Poll,9,Youngstown State,389
2017,regular,8,FCS Coaches Poll,10,Richmond,388
2017,regular,8,FCS Coaches Poll,11,North Carolina A&T,382
2017,regular,8,FCS Coaches Poll,12,Western Illinois,366
2017,regular,8,FCS Coaches Poll,13,South Dakota State,315
2017,regular,8,FCS Coaches Poll,14,Samford,259
2017,regular,8,FCS Coaches Poll,15,Elon,243
2017,regular,8,FCS Coaches Poll,16,Villanova,223
2017,regular,8,FCS Coaches Poll,17,Grambling,217
2017,regular,8,FCS Coaches Poll,18,New Hampshire,191
2017,regular,8,FCS Coaches Poll,19,McNeese,189
2017,regular,8,FCS Coaches Poll,20,Nicholls,127
2017,regular,8,FCS Coaches Poll,21,Western Carolina,125
2017,regular,8,FCS Coaches Poll,22,Northern Arizona,102
2017,regular,8,FCS Coaches Poll,23,Weber State,90
2017,regular,8,FCS Coaches Poll,24,Illinois State,79
2017,regular,8,FCS Coaches Poll,25,Montana,58
2017,regular,8,AFCA Division II Coaches Poll,1,Northwest Missouri State,850
2017,regular,8,AFCA Division II Coaches Poll,2,Shepherd,794
2017,regular,8,AFCA Division II Coaches Poll,3,Minnesota State,753
2017,regular,8,AFCA Division II Coaches Poll,4,Indiana (PA),749
2017,regular,8,AFCA Division II Coaches Poll,5,Midwestern State,697
2017,regular,8,AFCA Division II Coaches Poll,6,Indianapolis,687
2017,regular,8,AFCA Division II Coaches Poll,7,Fort Hays State,646
2017,regular,8,AFCA Division II Coaches Poll,8,Central Washington,571
2017,regular,8,AFCA Division II Coaches Poll,9,Texas A&M-Commerce,539
2017,regular,8,AFCA Division II Coaches Poll,10,Winona State,537
2017,regular,8,AFCA Division II Coaches Poll,11,Ferris State,503
2017,regular,8,AFCA Division II Coaches Poll,12,Assumption,475
2017,regular,8,AFCA Division II Coaches Poll,12,Ashland,475
2017,regular,8,AFCA Division II Coaches Poll,14,Sioux Falls,397
2017,regular,8,AFCA Division II Coaches Poll,15,Colorado Mesa,382
2017,regular,8,AFCA Division II Coaches Poll,16,Wingate,349
2017,regular,8,AFCA Division II Coaches Poll,17,Virginia State,303
2017,regular,8,AFCA Division II Coaches Poll,18,Humboldt State,250
2017,regular,8,AFCA Division II Coaches Poll,19,Grand Valley State,216
2017,regular,8,AFCA Division II Coaches Poll,20,Bowie State,206
2017,regular,8,AFCA Division II Coaches Poll,21,Eastern New Mexico,168
2017,regular,8,AFCA Division II Coaches Poll,22,Findlay,115
2017,regular,8,AFCA Division II Coaches Poll,23,Central Missouri State,83
2017,regular,8,AFCA Division II Coaches Poll,24,Colorado State-Pueblo,82
2017,regular,8,AFCA Division II Coaches Poll,25,West Alabama,70
2017,regular,9,AP Top 25,1,Alabama,1525
2017,regular,9,AP Top 25,2,Penn State,1444
2017,regular,9,AP Top 25,3,Georgia,1409
2017,regular,9,AP Top 25,4,TCU,1327
2017,regular,9,AP Top 25,5,Wisconsin,1241
2017,regular,9,AP Top 25,6,Ohio State,1165
2017,regular,9,AP Top 25,7,Clemson,1113
2017,regular,9,AP Top 25,8,Miami,1101
2017,regular,9,AP Top 25,9,Notre Dame,1066
2017,regular,9,AP Top 25,10,Oklahoma,1040
2017,regular,9,AP Top 25,11,Oklahoma State,894
2017,regular,9,AP Top 25,12,Washington,836
2017,regular,9,AP Top 25,13,Virginia Tech,791
2017,regular,9,AP Top 25,14,NC State,666
2017,regular,9,AP Top 25,15,Washington State,648
2017,regular,9,AP Top 25,16,Michigan State,615
2017,regular,9,AP Top 25,17,South Florida,604
2017,regular,9,AP Top 25,18,UCF,500
2017,regular,9,AP Top 25,19,Auburn,397
2017,regular,9,AP Top 25,20,Stanford,344
2017,regular,9,AP Top 25,21,USC,319
2017,regular,9,AP Top 25,22,West Virginia,196
2017,regular,9,AP Top 25,23,LSU,182
2017,regular,9,AP Top 25,24,Memphis,111
2017,regular,9,AP Top 25,25,Iowa State,98
2017,regular,9,Coaches Poll,1,Alabama,1600
2017,regular,9,Coaches Poll,2,Penn State,1520
2017,regular,9,Coaches Poll,3,Georgia,1463
2017,regular,9,Coaches Poll,4,TCU,1385
2017,regular,9,Coaches Poll,5,Wisconsin,1343
2017,regular,9,Coaches Poll,6,Ohio State,1244
2017,regular,9,Coaches Poll,7,Clemson,1173
2017,regular,9,Coaches Poll,8,Miami,1172
2017,regular,9,Coaches Poll,9,Oklahoma,1084
2017,regular,9,Coaches Poll,10,Notre Dame,951
2017,regular,9,Coaches Poll,11,Washington,931
2017,regular,9,Coaches Poll,12,Oklahoma State,926
2017,regular,9,Coaches Poll,13,Virginia Tech,818
2017,regular,9,Coaches Poll,14,South Florida,730
2017,regular,9,Coaches Poll,15,NC State,683
2017,regular,9,Coaches Poll,16,Washington State,636
2017,regular,9,Coaches Poll,17,UCF,561
2017,regular,9,Coaches Poll,18,Michigan State,560
2017,regular,9,Coaches Poll,19,Auburn,455
2017,regular,9,Coaches Poll,20,Stanford,367
2017,regular,9,Coaches Poll,21,USC,321
2017,regular,9,Coaches Poll,22,West Virginia,211
2017,regular,9,Coaches Poll,23,LSU,178
2017,regular,9,Coaches Poll,24,Texas A&M,151
2017,regular,9,Coaches Poll,25,Michigan,121
2017,regular,9,FCS Coaches Poll,1,James Madison,650
2017,regular,9,FCS Coaches Poll,2,North Dakota State,624
2017,regular,9,FCS Coaches Poll,3,Jacksonville State,597
2017,regular,9,FCS Coaches Poll,4,Central Arkansas,548
2017,regular,9,FCS Coaches Poll,5,Sam Houston State,541
2017,regular,9,FCS Coaches Poll,6,North Carolina A&T,463
2017,regular,9,FCS Coaches Poll,7,South Dakota,444
2017,regular,9,FCS Coaches Poll,8,Samford,435
2017,regular,9,FCS Coaches Poll,8,South Dakota State,435
2017,regular,9,FCS Coaches Poll,10,Wofford,421
2017,regular,9,FCS Coaches Poll,11,Elon,362
2017,regular,9,FCS Coaches Poll,12,Eastern Washington,278
2017,regular,9,FCS Coaches Poll,13,Grambling,269
2017,regular,9,FCS Coaches Poll,14,Western Illinois,266
2017,regular,9,FCS Coaches Poll,15,Villanova,257
2017,regular,9,FCS Coaches Poll,16,New Hampshire,240
2017,regular,9,FCS Coaches Poll,17,Richmond,226
2017,regular,9,FCS Coaches Poll,18,McNeese,219
2017,regular,9,FCS Coaches Poll,19,Youngstown State,167
2017,regular,9,FCS Coaches Poll,20,Western Carolina,165
2017,regular,9,FCS Coaches Poll,21,Illinois State,158
2017,regular,9,FCS Coaches Poll,22,Weber State,121
2017,regular,9,FCS Coaches Poll,23,Nicholls,118
2017,regular,9,FCS Coaches Poll,24,Northern Arizona,112
2017,regular,9,FCS Coaches Poll,25,Northern Iowa,64
2017,regular,9,AFCA Division II Coaches Poll,1,Minnesota State,822
2017,regular,9,AFCA Division II Coaches Poll,2,Shepherd,820
2017,regular,9,AFCA Division II Coaches Poll,3,Indiana (PA),777
2017,regular,9,AFCA Division II Coaches Poll,4,Midwestern State,717
2017,regular,9,AFCA Division II Coaches Poll,5,Indianapolis,710
2017,regular,9,AFCA Division II Coaches Poll,6,Fort Hays State,683
2017,regular,9,AFCA Division II Coaches Poll,7,Central Washington,625
2017,regular,9,AFCA Division II Coaches Poll,8,Northwest Missouri State,577
2017,regular,9,AFCA Division II Coaches Poll,9,Texas A&M-Commerce,558
2017,regular,9,AFCA Division II Coaches Poll,10,Assumption,516
2017,regular,9,AFCA Division II Coaches Poll,11,Ashland,510
2017,regular,9,AFCA Division II Coaches Poll,12,Ferris State,483
2017,regular,9,AFCA Division II Coaches Poll,13,Sioux Falls,405
2017,regular,9,AFCA Division II Coaches Poll,14,Wingate,402
2017,regular,9,AFCA Division II Coaches Poll,15,Colorado Mesa,399
2017,regular,9,AFCA Division II Coaches Poll,16,Virginia State,347
2017,regular,9,AFCA Division II Coaches Poll,17,Humboldt State,295
2017,regular,9,AFCA Division II Coaches Poll,18,Winona State,289
2017,regular,9,AFCA Division II Coaches Poll,19,Grand Valley State,215
2017,regular,9,AFCA Division II Coaches Poll,20,Bowie State,214
2017,regular,9,AFCA Division II Coaches Poll,21,Eastern New Mexico,190
2017,regular,9,AFCA Division II Coaches Poll,22,Findlay,159
2017,regular,9,AFCA Division II Coaches Poll,23,West Alabama,100
2017,regular,9,AFCA Division II Coaches Poll,24,Colorado State-Pueblo,88
2017,regular,9,AFCA Division II Coaches Poll,25,West Georgia,48
2017,regular,10,Playoff Committee Rankings,1,Georgia,0
2017,regular,10,Playoff Committee Rankings,2,Alabama,0
2017,regular,10,Playoff Committee Rankings,3,Notre Dame,0
2017,regular,10,Playoff Committee Rankings,4,Clemson,0
2017,regular,10,Playoff Committee Rankings,5,Oklahoma,0
2017,regular,10,Playoff Committee Rankings,6,Ohio State,0
2017,regular,10,Playoff Committee Rankings,7,Penn State,0
2017,regular,10,Playoff Committee Rankings,8,TCU,0
2017,regular,10,Playoff Committee Rankings,9,Wisconsin,0
2017,regular,10,Playoff Committee Rankings,10,Miami,0
2017,regular,10,Playoff Committee Rankings,11,Oklahoma State,0
2017,regular,10,Playoff Committee Rankings,12,Washington,0
2017,regular,10,Playoff Committee Rankings,13,Virginia Tech,0
2017,regular,10,Playoff Committee Rankings,14,Auburn,0
2017,regular,10,Playoff Committee Rankings,15,Iowa State,0
2017,regular,10,Playoff Committee Rankings,16,Mississippi State,0
2017,regular,10,Playoff Committee Rankings,17,USC,0
2017,regular,10,Playoff Committee Rankings,18,UCF,0
2017,regular,10,Playoff Committee Rankings,19,LSU,0
2017,regular,10,Playoff Committee Rankings,20,NC State,0
2017,regular,10,Playoff Committee Rankings,21,Stanford,0
2017,regular,10,Playoff Committee Rankings,22,Arizona,0
2017,regular,10,Playoff Committee Rankings,23,Memphis,0
2017,regular,10,Playoff Committee Rankings,24,Michigan State,0
2017,regular,10,Playoff Committee Rankings,25,Washington State,0
2017,regular,10,AP Top 25,1,Alabama,1523
2017,regular,10,AP Top 25,2,Georgia,1465
2017,regular,10,AP Top 25,3,Ohio State,1332
2017,regular,10,AP Top 25,4,Wisconsin,1256
2017,regular,10,AP Top 25,5,Notre Dame,1254
2017,regular,10,AP Top 25,6,Clemson,1196
2017,regular,10,AP Top 25,7,Penn State,1189
2017,regular,10,AP Top 25,8,Oklahoma,1147
2017,regular,10,AP Top 25,9,Miami,1075
2017,regular,10,AP Top 25,10,TCU,942
2017,regular,10,AP Top 25,11,Oklahoma State,936
2017,regular,10,AP Top 25,12,Washington,874
2017,regular,10,AP Top 25,13,Virginia Tech,837
2017,regular,10,AP Top 25,14,Iowa State,670
2017,regular,10,AP Top 25,15,UCF,654
2017,regular,10,AP Top 25,16,Auburn,576
2017,regular,10,AP Top 25,17,USC,562
2017,regular,10,AP Top 25,18,Stanford,434
2017,regular,10,AP Top 25,19,LSU,338
2017,regular,10,AP Top 25,20,NC State,333
2017,regular,10,AP Top 25,21,Mississippi State,279
2017,regular,10,AP Top 25,22,Memphis,270
2017,regular,10,AP Top 25,23,Arizona,204
2017,regular,10,AP Top 25,24,Michigan State,136
2017,regular,10,AP Top 25,25,Washington State,122
2017,regular,10,Coaches Poll,1,Alabama,1625
2017,regular,10,Coaches Poll,2,Georgia,1549
2017,regular,10,Coaches Poll,3,Ohio State,1426
2017,regular,10,Coaches Poll,4,Wisconsin,1418
2017,regular,10,Coaches Poll,5,Clemson,1295
2017,regular,10,Coaches Poll,6,Miami,1238
2017,regular,10,Coaches Poll,7,Penn State,1221
2017,regular,10,Coaches Poll,8,Notre Dame,1212
2017,regular,10,Coaches Poll,9,Oklahoma,1192
2017,regular,10,Coaches Poll,10,Oklahoma State,1000
2017,regular,10,Coaches Poll,11,Washington,977
2017,regular,10,Coaches Poll,12,TCU,944
2017,regular,10,Coaches Poll,13,Virginia Tech,878
2017,regular,10,Coaches Poll,14,UCF,727
2017,regular,10,Coaches Poll,15,Auburn,622
2017,regular,10,Coaches Poll,16,Iowa State,571
2017,regular,10,Coaches Poll,17,USC,560
2017,regular,10,Coaches Poll,18,Stanford,494
2017,regular,10,Coaches Poll,19,NC State,382
2017,regular,10,Coaches Poll,20,LSU,372
2017,regular,10,Coaches Poll,21,Memphis,288
2017,regular,10,Coaches Poll,22,Mississippi State,210
2017,regular,10,Coaches Poll,23,South Florida,193
2017,regular,10,Coaches Poll,24,Michigan,176
2017,regular,10,Coaches Poll,25,Arizona,153
2017,regular,10,FCS Coaches Poll,1,James Madison,650
2017,regular,10,FCS Coaches Poll,2,North Dakota State,624
2017,regular,10,FCS Coaches Poll,3,Jacksonville State,595
2017,regular,10,FCS Coaches Poll,4,Central Arkansas,548
2017,regular,10,FCS Coaches Poll,5,Sam Houston State,540
2017,regular,10,FCS Coaches Poll,6,South Dakota,488
2017,regular,10,FCS Coaches Poll,7,North Carolina A&T,485
2017,regular,10,FCS Coaches Poll,8,South Dakota State,462
