season,seasonType,week,poll,rank,school,points
2017,regular,15,Coaches Poll,9,Penn State,1006
2017,regular,15,Coaches Poll,10,UCF,986
2017,regular,15,Coaches Poll,11,Miami,934
2017,regular,15,Coaches Poll,12,Washington,855
2017,regular,15,Coaches Poll,13,TCU,807
2017,regular,15,Coaches Poll,14,LSU,638
2017,regular,15,Coaches Poll,15,Notre Dame,628
2017,regular,15,Coaches Poll,16,Stanford,607
2017,regular,15,Coaches Poll,17,Oklahoma State,522
2017,regular,15,Coaches Poll,18,Memphis,485
2017,regular,15,Coaches Poll,19,Michigan State,474
2017,regular,15,Coaches Poll,20,Northwestern,370
2017,regular,15,Coaches Poll,21,Washington State,310
2017,regular,15,Coaches Poll,22,Virginia Tech,302
2017,regular,15,Coaches Poll,23,Mississippi State,134
2017,regular,15,Coaches Poll,24,South Florida,126
2017,regular,15,Coaches Poll,25,Boise State,72
