season,week,poll,rank,school,points
2022,15,AP Top 25,10,Clemson,1042
2022,15,AP Top 25,11,Kansas State,1032
2022,15,AP Top 25,12,Washington,933
2022,15,AP Top 25,13,Florida State,708
2022,15,AP Top 25,14,Tulane,681
2022,15,AP Top 25,15,Oregon,670
2022,15,AP Top 25,16,LSU,660
2022,15,AP Top 25,17,Oregon State,644
2022,15,AP Top 25,18,UCLA,570
2022,15,AP Top 25,19,Notre Dame,394
2022,15,AP Top 25,20,South Carolina,382
2022,15,AP Top 25,21,Texas,305
2022,15,AP Top 25,22,UT San Antonio,227
2022,15,AP Top 25,23,Troy,158
2022,15,AP Top 25,24,Mississippi State,119
2022,15,AP Top 25,25,NC State,59
2022,15,Coaches Poll,1,Georgia,1523
2022,15,Coaches Poll,2,Michigan,1466
2022,15,Coaches Poll,3,Ohio State,1359
2022,15,Coaches Poll,4,TCU,1353
2022,15,Coaches Poll,5,Alabama,1282
2022,15,Coaches Poll,6,Tennessee,1116
2022,15,Coaches Poll,7,Penn State,1074
2022,15,Coaches Poll,8,USC,1054
2022,15,Coaches Poll,9,Kansas State,1050
2022,15,Coaches Poll,10,Utah,1044
2022,15,Coaches Poll,11,Clemson,1003
2022,15,Coaches Poll,12,Washington,864
2022,15,Coaches Poll,13,Florida State,741
2022,15,Coaches Poll,14,Oregon,661
2022,15,Coaches Poll,15,LSU,635
2022,15,Coaches Poll,16,Oregon State,629
2022,15,Coaches Poll,17,Tulane,591
2022,15,Coaches Poll,18,UCLA,541
2022,15,Coaches Poll,19,South Carolina,354
2022,15,Coaches Poll,20,Notre Dame,323
2022,15,Coaches Poll,21,Texas,300
2022,15,Coaches Poll,22,UT San Antonio,206
2022,15,Coaches Poll,23,Mississippi State,139
2022,15,Coaches Poll,24,Troy,132
2022,15,Coaches Poll,25,North Carolina,95
2022,15,Playoff Committee Rankings,1,Georgia,0
2022,15,Playoff Committee Rankings,2,Michigan,0
2022,15,Playoff Committee Rankings,3,TCU,0
2022,15,Playoff Committee Rankings,4,Ohio State,0
2022,15,Playoff Committee Rankings,5,Alabama,0
2022,15,Playoff Committee Rankings,6,Tennessee,0
2022,15,Playoff Committee Rankings,7,Clemson,0
2022,15,Playoff Committee Rankings,8,Utah,0
2022,15,Playoff Committee Rankings,9,Kansas State,0
2022,15,Playoff Committee Rankings,10,USC,0
2022,15,Playoff Committee Rankings,11,Penn State,0
2022,15,Playoff Committee Rankings,12,Washington,0
2022,15,Playoff Committee Rankings,13,Florida State,0
2022,15,Playoff Committee Rankings,14,Oregon State,0
2022,15,Playoff Committee Rankings,15,Oregon,0
2022,15,Playoff Committee Rankings,16,Tulane,0
2022,15,Playoff Committee Rankings,17,LSU,0
2022,15,Playoff Committee Rankings,18,UCLA,0
2022,15,Playoff Committee Rankings,19,South Carolina,0
2022,15,Playoff Committee Rankings,20,Texas,0
2022,15,Playoff Committee Rankings,21,Notre Dame,0
2022,15,Playoff Committee Rankings,22,Mississippi State,0
2022,15,Playoff Committee Rankings,23,NC State,0
2022,15,Playoff Committee Rankings,24,Troy,0
2022,15,Playoff Committee Rankings,25,UT San Antonio,0
